点位编号,侧滑角α,迎角β,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,大气压力,大气温度,采样次数,Kα,Kβ,K0,Ks,马赫数,速度,标准差,U(Kα),U(Kβ),U(K0),U(Ks),边界标记
1,-30.000,-30.000,192.332,0.148,-128.569,-92.395,-95.216,119.643,182.193,-46.537,43.216,99527.062,29.9,10,3.4975,-4.5121,-0.7759,0.0536,0.0525,18.320,1.3293,,,,,
2,-25.000,-30.000,193.455,0.253,-113.933,-87.633,-93.982,141.524,180.768,-48.210,63.686,99526.547,29.9,10,2.6967,-3.6352,-0.6717,0.0198,0.0526,18.368,0.4586,,,,,
3,-20.000,-30.000,188.769,0.125,-94.726,-80.235,-67.779,155.689,169.174,-50.743,82.463,99527.720,30.0,10,1.9918,-3.1644,-0.5635,-0.0271,0.0520,18.151,0.9450,,,,,
4,-15.000,-30.000,192.373,0.222,-70.470,-66.289,-28.692,170.772,159.256,-47.212,103.859,99527.042,30.0,10,1.4179,-2.8729,-0.4606,-0.1006,0.0525,18.319,0.6522,,,,,
5,-10.000,-30.000,190.418,0.216,-55.637,-58.171,5.192,174.178,140.428,-46.521,115.941,99526.181,30.0,10,0.9490,-2.6482,-0.3916,-0.1386,0.0522,18.226,0.6387,,,,,
6,-5.000,-30.000,193.238,0.111,-49.419,-55.065,36.740,179.567,120.948,-52.938,126.063,99523.438,30.0,10,0.5187,-2.5103,-0.3478,-0.1546,0.0526,18.366,0.3465,,,,,
7,0.000,-30.000,190.363,0.122,-52.038,-55.594,61.748,177.446,92.889,-61.686,128.689,99523.422,30.0,10,0.1424,-2.3988,-0.3242,-0.1420,0.0522,18.228,0.5962,,,,,
8,5.000,-30.000,190.813,0.134,-54.329,-51.650,87.503,176.188,63.862,-66.719,129.516,99525.820,30.0,10,-0.2155,-2.3488,-0.3215,-0.1347,0.0523,18.249,1.4366,,,,,
9,10.000,-30.000,191.820,0.177,-56.749,-43.900,115.537,177.290,33.173,-71.919,128.683,99524.922,30.0,10,-0.6181,-2.3684,-0.3295,-0.1325,0.0524,18.296,0.9309,,,,,
10,15.000,-30.000,194.164,0.300,-62.741,-34.352,138.977,175.258,3.468,-74.837,124.994,99525.820,30.0,10,-1.0091,-2.4086,-0.3568,-0.1238,0.0527,18.401,0.8016,,,,,
11,20.000,-30.000,192.080,0.104,-85.154,-35.441,153.260,164.907,-36.806,-90.798,112.746,99523.863,30.0,10,-1.4017,-2.4495,-0.4132,-0.0602,0.0525,18.312,1.2701,,,,,
12,25.000,-30.000,190.548,0.253,-108.393,-35.591,165.381,151.306,-77.448,-104.737,97.530,99526.539,30.0,10,-1.8174,-2.5146,-0.4888,0.0096,0.0522,18.232,0.6268,,,,,
13,30.000,-30.000,191.657,0.229,-128.779,-29.689,177.976,134.190,-116.671,-115.676,81.617,99526.860,30.0,10,-2.3200,-2.5780,-0.5748,0.0697,0.0524,18.286,0.5157,,,,,
14,-30.000,-25.000,190.778,0.156,-117.031,-85.504,-74.892,102.011,181.173,-4.105,64.317,99526.703,30.0,10,3.0423,-3.2998,-0.6634,-0.0006,0.0523,18.248,0.7324,,,,,
15,-25.000,-25.000,190.588,0.289,-94.583,-74.510,-81.578,121.902,181.472,-3.407,87.299,99527.844,30.0,10,2.4395,-2.5744,-0.5428,-0.0417,0.0522,18.232,0.5848,,,,,
16,-20.000,-25.000,191.219,0.111,-68.732,-58.441,-51.038,141.258,174.229,-3.891,110.564,99527.924,30.0,10,1.8289,-2.2849,-0.4220,-0.1157,0.0524,18.271,0.2753,,,,,
17,-15.000,-25.000,191.023,0.149,-48.148,-46.316,-17.912,155.288,162.579,-6.921,127.524,99525.645,30.0,10,1.3444,-2.1349,-0.3327,-0.1726,0.0523,18.260,0.2334,,,,,
18,-10.000,-25.000,191.914,0.155,-33.306,-34.480,15.412,163.237,146.229,-10.007,140.488,99526.375,30.1,10,0.9028,-2.0113,-0.2682,-0.2139,0.0524,18.303,0.8079,,,,,
19,-5.000,-25.000,191.830,0.128,-27.269,-26.617,45.310,166.412,126.073,-15.100,148.380,99526.073,30.1,10,0.5144,-1.9324,-0.2267,-0.2330,0.0524,18.300,0.5269,,,,,
20,0.000,-25.000,190.997,0.205,-28.868,-22.280,72.541,167.221,101.600,-24.630,152.124,99527.219,30.1,10,0.1430,-1.8951,-0.2037,-0.2309,0.0523,18.257,1.3954,,,,,
21,5.000,-25.000,192.291,0.296,-30.673,-15.899,97.979,166.127,73.782,-31.303,153.325,99527.930,30.1,10,-0.2079,-1.8564,-0.2030,-0.2242,0.0525,18.315,0.4790,,,,,
22,10.000,-25.000,194.085,0.185,-32.205,-4.518,125.474,167.639,44.776,-37.590,153.336,99524.945,30.1,10,-0.6004,-1.8647,-0.2102,-0.2256,0.0527,18.406,0.4693,,,,,
23,15.000,-25.000,189.005,0.297,-49.346,-3.986,140.566,159.920,8.165,-54.536,142.879,99523.156,30.1,10,-0.9654,-1.9065,-0.2444,-0.1758,0.0520,18.158,0.4987,,,,,
24,20.000,-25.000,190.918,0.189,-67.485,1.185,157.761,151.399,-27.294,-68.369,134.576,99525.388,30.1,10,-1.3358,-1.9247,-0.2954,-0.1276,0.0523,18.255,0.9798,,,,,
25,25.000,-25.000,189.360,0.123,-93.711,3.578,170.359,134.559,-68.947,-86.555,119.575,99523.566,30.1,10,-1.7339,-1.9476,-0.3688,-0.0516,0.0521,18.184,0.2983,,,,,
26,30.000,-25.000,191.011,0.275,-121.122,6.190,180.771,115.181,-110.066,-102.849,102.087,99523.051,30.1,10,-2.1496,-1.9862,-0.4662,0.0293,0.0523,18.256,0.8328,,,,,
27,-30.000,-20.000,187.527,0.186,-101.834,-78.924,-66.433,75.133,177.625,37.920,82.224,99523.727,30.1,10,2.7791,-2.2502,-0.5621,-0.0377,0.0518,18.093,0.7455,,,,,
28,-25.000,-20.000,189.881,0.360,-75.614,-64.658,-69.934,99.264,179.481,37.088,106.428,99524.250,30.1,10,2.2825,-1.8271,-0.4403,-0.0910,0.0521,18.198,0.7494,,,,,
29,-20.000,-20.000,190.838,0.350,-48.057,-47.063,-40.872,122.174,172.647,33.929,129.322,99525.398,30.1,10,1.7494,-1.6646,-0.3229,-0.1668,0.0523,18.245,0.8595,,,,,
30,-15.000,-20.000,189.798,0.174,-26.651,-31.906,-9.127,137.051,161.682,28.423,144.841,99524.052,30.1,10,1.3135,-1.5862,-0.2371,-0.2271,0.0522,18.203,0.4187,,,,,
31,-10.000,-20.000,191.653,0.286,-11.706,-16.780,22.325,147.289,147.406,23.251,157.886,99522.267,30.1,10,0.9000,-1.5145,-0.1765,-0.2700,0.0524,18.287,0.2424,,,,,
32,-5.000,-20.000,190.828,0.220,-6.954,-4.747,51.664,151.381,127.529,15.671,164.878,99521.359,30.2,10,0.5094,-1.4813,-0.1361,-0.2914,0.0523,18.251,1.3493,,,,,
33,0.000,-20.000,190.485,0.171,-7.989,4.607,77.290,152.048,104.728,8.377,168.585,99523.004,30.2,10,0.1608,-1.4547,-0.1151,-0.2960,0.0522,18.237,0.6606,,,,,
34,5.000,-20.000,188.965,0.246,-14.283,9.047,99.182,149.295,74.882,-5.026,166.097,99525.208,30.2,10,-0.1945,-1.4549,-0.1212,-0.2752,0.0520,18.161,0.3238,,,,,
35,10.000,-20.000,192.692,0.230,-15.673,21.422,125.434,152.385,48.884,-14.049,166.974,99523.500,30.2,10,-0.5678,-1.4721,-0.1336,-0.2745,0.0525,18.340,0.3049,,,,,
36,15.000,-20.000,192.806,0.656,-27.206,30.524,144.217,146.078,17.143,-28.219,161.925,99523.180,30.2,10,-0.9342,-1.4677,-0.1607,-0.2417,0.0525,18.325,0.1501,,,,,
37,20.000,-20.000,190.172,0.263,-49.920,34.477,158.950,133.090,-20.648,-50.695,150.378,99522.242,30.2,10,-1.3159,-1.4936,-0.2095,-0.1787,0.0522,18.219,1.5131,,,,,
38,25.000,-20.000,192.624,0.209,-74.877,40.862,171.610,115.534,-58.813,-68.787,138.872,99521.664,30.2,10,-1.6646,-1.4739,-0.2794,-0.1076,0.0525,18.339,0.9578,,,,,
39,30.000,-20.000,194.002,0.284,-103.093,47.082,183.198,92.578,-98.549,-87.495,122.669,99522.641,30.2,10,-2.0535,-1.4706,-0.3682,-0.0275,0.0527,18.401,0.6399,,,,,
40,-30.000,-15.000,194.660,0.330,-77.436,-64.683,-47.600,54.986,179.690,80.881,102.543,99518.661,30.2,10,2.6391,-1.5559,-0.4740,-0.1062,0.0528,18.430,0.1975,,,,,
41,-25.000,-15.000,192.554,0.364,-52.099,-51.247,-52.984,77.985,177.002,76.151,123.816,99519.713,30.2,10,2.1793,-1.2649,-0.3577,-0.1497,0.0525,18.329,0.4028,,,,,
42,-20.000,-15.000,190.259,0.269,-26.468,-34.574,-28.565,99.497,167.546,69.199,143.577,99517.916,30.2,10,1.6896,-1.1590,-0.2457,-0.2149,0.0522,18.224,0.7813,,,,,
43,-15.000,-15.000,191.156,0.194,-4.438,-17.379,0.595,117.672,157.981,61.895,159.816,99520.656,30.2,10,1.2758,-1.1151,-0.1641,-0.2751,0.0523,18.271,1.0417,,,,,P7-P5
44,-10.000,-15.000,188.882,0.302,7.875,-2.721,27.991,127.363,142.440,51.429,169.112,99520.289,30.2,10,0.8845,-1.0925,-0.1048,-0.3116,0.0520,18.157,0.3550,,,,,
45,-5.000,-15.000,190.665,0.307,11.623,11.954,55.586,135.178,126.664,41.685,176.816,99519.258,30.2,10,0.5149,-1.1080,-0.0728,-0.3334,0.0523,18.242,0.7973,,,,,
46,0.000,-15.000,188.486,0.259,10.258,24.472,79.440,134.377,103.192,32.975,178.741,99518.742,30.2,10,0.1625,-1.0859,-0.0518,-0.3393,0.0520,18.140,0.9433,,,,,
47,5.000,-15.000,191.546,0.250,10.687,37.204,104.100,136.788,81.101,24.546,180.946,99520.453,30.3,10,-0.1787,-1.0869,-0.0554,-0.3423,0.0524,18.287,0.3936,,,,,
48,10.000,-15.000,192.623,0.370,6.895,48.598,125.053,134.772,53.499,8.875,178.262,99519.583,30.3,10,-0.5571,-1.0893,-0.0747,-0.3255,0.0525,18.333,0.9931,,,,,
49,15.000,-15.000,192.102,0.261,-6.474,59.428,144.298,129.133,22.966,-12.209,174.937,99517.727,30.3,10,-0.9382,-1.0983,-0.0895,-0.2915,0.0525,18.314,0.3106,,,,,
50,20.000,-15.000,190.625,0.197,-30.425,66.049,156.629,112.384,-14.756,-36.605,163.761,99516.973,30.3,10,-1.3017,-1.0916,-0.1411,-0.2206,0.0523,18.247,0.4531,,,,,
51,25.000,-15.000,190.925,0.338,-58.627,72.146,166.818,90.540,-53.734,-59.816,149.694,99515.868,30.3,10,-1.6483,-1.0774,-0.2163,-0.1358,0.0523,18.255,0.5708,,,,,
52,30.000,-15.000,192.460,0.421,-89.841,79.051,178.862,64.524,-92.957,-83.210,133.193,99514.980,30.3,10,-2.0246,-1.0739,-0.3086,-0.0468,0.0525,18.324,0.5515,,,,,
53,-30.000,-10.000,191.421,0.213,-56.528,-58.992,-40.289,26.843,171.378,111.435,110.602,99516.077,30.3,10,2.5965,-0.9627,-0.4227,-0.1330,0.0524,18.285,0.6235,,,,,
54,-25.000,-10.000,191.668,0.432,-29.529,-42.019,-41.757,53.459,170.968,107.961,134.641,99517.781,30.3,10,2.1340,-0.7787,-0.2982,-0.1887,0.0524,18.286,0.4595,,,,,
55,-20.000,-10.000,191.183,0.275,-4.168,-23.008,-17.916,77.818,162.665,99.404,154.536,99514.988,30.3,10,1.6597,-0.7347,-0.1920,-0.2559,0.0523,18.271,1.0624,,,,,
56,-15.000,-10.000,190.459,0.295,15.212,-6.038,7.433,95.646,150.847,88.799,168.097,99514.348,30.3,10,1.2568,-0.7199,-0.1176,-0.3069,0.0522,18.236,0.3936,,,,,
57,-10.000,-10.000,187.633,0.312,25.740,7.825,29.110,105.767,135.056,74.928,175.528,99516.192,30.3,10,0.8884,-0.7157,-0.0646,-0.3350,0.0518,18.099,0.7125,,,,,
58,-5.000,-10.000,191.807,0.293,30.192,25.133,54.249,114.597,119.959,64.299,183.395,99516.120,30.3,10,0.5250,-0.7330,-0.0439,-0.3539,0.0524,18.301,0.4085,,,,,
59,0.000,-10.000,189.650,0.283,30.257,39.910,75.621,114.696,98.427,54.338,185.144,99516.652,30.3,10,0.1849,-0.7129,-0.0238,-0.3622,0.0521,18.198,0.5679,,,,,
60,5.000,-10.000,190.697,0.322,32.357,54.925,98.470,116.516,77.461,41.613,186.273,99516.523,30.4,10,-0.1708,-0.7115,-0.0232,-0.3672,0.0523,18.247,0.6422,,,,,
61,10.000,-10.000,192.493,0.276,28.597,70.140,120.378,115.763,54.173,21.171,187.392,99518.430,30.4,10,-0.5587,-0.7214,-0.0265,-0.3543,0.0525,18.335,0.3911,,,,,
62,15.000,-10.000,188.667,0.295,11.048,79.616,134.271,103.935,22.820,-5.886,179.060,99517.789,30.4,10,-0.9365,-0.7388,-0.0510,-0.3044,0.0520,18.151,0.9204,,,,,
63,20.000,-10.000,188.356,0.364,-9.685,91.423,148.807,88.297,-9.709,-27.056,170.138,99517.070,30.4,10,-1.2989,-0.7328,-0.0969,-0.2481,0.0519,18.133,0.1978,,,,,
64,25.000,-10.000,190.130,0.175,-38.149,100.433,160.462,65.674,-46.852,-50.759,157.752,99518.119,30.4,10,-1.6434,-0.7187,-0.1705,-0.1665,0.0522,18.227,1.2003,,,,,P7-P3
65,30.000,-10.000,191.131,0.323,-70.822,107.580,171.491,35.045,-86.408,-78.919,139.202,99515.547,30.4,10,-2.0329,-0.7082,-0.2722,-0.0664,0.0523,18.268,1.6534,,,,,
66,-30.000,-5.000,188.668,0.339,-34.958,-59.386,-35.621,-0.651,161.224,136.803,114.814,99518.805,30.4,10,2.6109,-0.4480,-0.3922,-0.1464,0.0520,18.150,1.0179,,,,,
67,-25.000,-5.000,189.554,0.346,-9.499,-40.757,-37.994,25.820,159.228,130.158,137.339,99517.383,30.4,10,2.1358,-0.3432,-0.2760,-0.1981,0.0521,18.192,0.1346,,,,,
68,-20.000,-5.000,192.698,0.398,17.285,-16.413,-14.080,54.296,153.438,123.621,160.098,99517.789,30.4,10,1.6584,-0.3305,-0.1695,-0.2737,0.0525,18.340,0.5917,,,,,
69,-15.000,-5.000,190.891,0.384,34.476,1.178,7.414,71.633,140.666,111.099,172.347,99517.539,30.4,10,1.2618,-0.3299,-0.0973,-0.3186,0.0523,18.255,1.0512,,,,,
70,-10.000,-5.000,190.180,0.363,45.209,18.073,27.840,83.951,126.348,96.648,180.439,99516.182,30.4,10,0.8961,-0.3417,-0.0513,-0.3476,0.0522,18.222,1.0003,,,,,
71,-5.000,-5.000,189.935,0.392,50.075,36.684,48.634,91.928,110.255,83.964,186.289,99517.800,30.4,10,0.5419,-0.3503,-0.0192,-0.3686,0.0521,18.209,0.1065,,,,,
72,0.000,-5.000,190.081,0.463,54.970,56.299,70.455,94.430,91.134,71.721,188.800,99517.301,30.4,10,0.1803,-0.3243,-0.0068,-0.3834,0.0522,18.213,0.6092,,,,,
73,5.000,-5.000,190.460,0.306,55.977,71.578,90.861,95.067,72.242,52.226,189.867,99517.467,30.4,10,-0.1876,-0.3351,-0.0031,-0.3822,0.0522,18.239,0.6061,,,,,
74,10.000,-5.000,190.236,0.371,46.557,85.884,110.506,92.070,50.160,26.811,188.620,99518.241,30.4,10,-0.5748,-0.3862,-0.0085,-0.3597,0.0522,18.225,0.9236,,,,,
75,15.000,-5.000,189.556,0.432,31.256,99.973,126.048,81.120,23.577,6.178,183.510,99519.898,30.5,10,-0.9277,-0.3908,-0.0320,-0.3222,0.0521,18.189,0.3519,,,,,
76,20.000,-5.000,191.070,0.231,11.424,114.335,142.750,64.933,-6.516,-16.858,176.679,99518.844,30.5,10,-1.2954,-0.3887,-0.0754,-0.2696,0.0523,18.272,0.6370,,,,,
77,25.000,-5.000,191.244,0.401,-15.668,125.384,154.900,39.807,-41.500,-46.261,162.635,99522.047,30.5,10,-1.6794,-0.3826,-0.1499,-0.1871,0.0523,18.272,1.1394,,,,,
78,30.000,-5.000,190.060,0.277,-51.757,130.784,160.085,2.577,-83.429,-84.398,140.690,99522.539,30.5,10,-2.0629,-0.3607,-0.2601,-0.0634,0.0522,18.221,0.4948,,,,,
79,-30.000,0.000,190.769,0.262,-9.128,-63.787,-30.831,-25.096,147.798,157.828,119.357,99523.095,30.5,10,2.5706,0.0334,-0.3748,-0.1533,0.0523,18.256,0.7087,,,,,
80,-25.000,0.000,188.382,0.490,14.830,-42.815,-34.208,1.601,144.754,149.536,139.045,99523.520,30.5,10,2.1417,0.0754,-0.2626,-0.2047,0.0519,18.131,0.3449,,,,,P5-P6
81,-20.000,0.000,190.587,0.340,37.488,-17.888,-15.874,27.842,136.656,139.262,158.590,99522.030,30.5,10,1.6657,0.0617,-0.1682,-0.2676,0.0522,18.244,0.5594,,,,,
82,-15.000,0.000,193.907,0.338,56.253,6.454,5.405,49.662,128.402,129.228,175.272,99523.234,30.5,10,1.2590,0.0445,-0.0963,-0.3215,0.0527,18.403,0.5443,,,,,
83,-10.000,0.000,191.911,0.538,66.955,26.340,25.010,62.493,114.898,114.734,182.885,99521.039,30.5,10,0.8991,0.0294,-0.0472,-0.3546,0.0524,18.299,1.1984,,,,,
84,-5.000,0.000,191.155,0.260,70.374,45.406,41.460,69.367,97.535,97.828,186.514,99523.430,30.5,10,0.5391,0.0179,-0.0243,-0.3671,0.0523,18.276,0.4383,,,,,
85,0.000,0.000,193.174,0.243,77.978,70.133,63.778,75.351,82.431,82.277,191.281,99523.798,30.5,10,0.1533,0.0329,-0.0098,-0.3892,0.0526,18.373,1.2909,,,,,
86,5.000,0.000,189.933,0.343,74.112,84.613,80.796,73.769,62.769,60.076,189.427,99524.312,30.5,10,-0.2105,0.0052,-0.0027,-0.3816,0.0521,18.214,0.2248,,,,,
87,10.000,0.000,190.944,0.307,66.144,101.117,98.522,68.518,42.347,41.623,188.652,99527.332,30.5,10,-0.5615,-0.0081,-0.0120,-0.3641,0.0523,18.264,1.2247,,,,,
88,15.000,0.000,189.766,0.284,51.684,116.624,115.368,57.791,19.089,18.807,183.656,99528.042,30.5,10,-0.9305,-0.0311,-0.0322,-0.3322,0.0521,18.208,0.6205,,,,,
89,20.000,0.000,191.905,0.321,33.985,132.193,130.530,40.323,-7.209,-9.741,176.367,99531.420,30.5,10,-1.3126,-0.0367,-0.0811,-0.2768,0.0524,18.309,1.4240,,,,,
90,25.000,0.000,192.655,0.342,8.249,143.811,140.377,10.248,-41.355,-47.752,162.215,99530.234,30.6,10,-1.7021,-0.0183,-0.1583,-0.1833,0.0525,18.344,0.9339,,,,,
91,30.000,0.000,191.206,0.353,-26.440,151.450,148.187,-24.976,-78.771,-89.402,141.560,99529.827,30.6,10,-2.1065,-0.0268,-0.2601,-0.0681,0.0523,18.275,1.2066,,,,,P2-P3
92,-30.000,5.000,189.878,0.413,15.612,-75.388,-35.892,-50.887,125.528,169.931,117.389,99534.312,30.6,10,2.5368,0.4966,-0.3826,-0.1288,0.0521,18.208,0.4240,,,,,
93,-25.000,5.000,191.234,0.321,40.673,-50.569,-39.115,-21.921,125.381,164.216,140.110,99533.522,30.6,10,2.1123,0.4906,-0.2678,-0.1892,0.0523,18.278,1.2941,,,,,
94,-20.000,5.000,189.816,0.100,62.189,-21.626,-23.822,4.613,116.569,152.342,157.377,99533.032,30.6,10,1.6651,0.4683,-0.1710,-0.2545,0.0522,18.221,0.2935,,,,,
95,-15.000,5.000,188.521,0.401,75.124,2.583,-6.928,24.155,106.247,138.517,169.472,99533.090,30.6,10,1.2744,0.4245,-0.1013,-0.2988,0.0519,18.144,0.3759,,,,,
96,-10.000,5.000,191.758,0.388,88.891,29.951,14.121,41.925,97.863,126.776,181.893,99532.556,30.6,10,0.9041,0.4009,-0.0516,-0.3459,0.0524,18.300,1.2723,,,,,
97,-5.000,5.000,189.377,0.307,92.369,51.573,29.881,47.616,81.567,107.587,184.501,99531.881,30.6,10,0.5357,0.3941,-0.0258,-0.3603,0.0521,18.190,0.7864,,,,,
98,0.000,5.000,189.163,0.368,95.055,75.794,49.464,52.111,65.923,88.417,187.657,99532.645,30.6,10,0.1441,0.3853,-0.0080,-0.3748,0.0520,18.177,0.6317,,,,,
99,5.000,5.000,189.916,0.368,93.742,97.248,67.615,52.091,47.865,68.899,188.510,99533.992,30.6,10,-0.2368,0.3808,-0.0074,-0.3739,0.0521,18.213,0.9585,,,,,
100,10.000,5.000,189.846,0.415,85.415,114.105,81.791,43.319,24.378,46.785,185.312,99533.211,30.6,10,-0.6034,0.3880,-0.0239,-0.3460,0.0521,18.208,0.3129,,,,,
101,15.000,5.000,190.619,0.386,73.355,130.709,99.770,33.634,4.284,20.866,182.580,99536.438,30.6,10,-0.9706,0.3465,-0.0423,-0.3157,0.0522,18.246,0.3109,,,,,
102,20.000,5.000,190.503,0.407,55.668,144.503,112.761,13.323,-19.865,-14.301,173.519,99534.891,30.6,10,-1.3478,0.3257,-0.0893,-0.2539,0.0522,18.240,0.6719,,,,,
103,25.000,5.000,189.678,0.520,28.244,154.562,119.896,-17.261,-48.667,-56.839,156.728,99538.234,30.6,10,-1.7309,0.3090,-0.1742,-0.1558,0.0521,18.195,0.5865,,,,,P7-P2
104,30.000,5.000,189.485,0.517,-3.504,163.232,124.861,-54.705,-81.122,-100.860,135.645,99536.605,30.6,10,-2.1259,0.3160,-0.2849,-0.0395,0.0521,18.186,1.0630,,,,,
105,-30.000,10.000,191.233,0.459,42.681,-87.983,-46.432,-74.872,96.918,178.368,112.913,99538.546,30.7,10,2.4952,0.9670,-0.4105,-0.0925,0.0523,18.273,0.3367,,,,,
106,-25.000,10.000,191.281,0.380,66.345,-62.297,-50.782,-45.767,96.899,171.919,134.642,99540.946,30.7,10,2.0948,0.9112,-0.2967,-0.1519,0.0523,18.279,0.7752,,,,,
107,-20.000,10.000,191.461,0.388,87.817,-27.651,-32.899,-15.641,92.501,162.308,154.443,99540.367,30.7,10,1.6547,0.8542,-0.1937,-0.2304,0.0523,18.287,0.7085,,,,,
108,-15.000,10.000,189.128,0.400,99.195,-0.234,-17.992,3.351,81.573,147.189,165.026,99537.711,30.7,10,1.2637,0.8125,-0.1277,-0.2744,0.0520,18.175,1.0147,,,,,
109,-10.000,10.000,191.056,0.366,110.006,28.522,0.144,18.626,72.685,134.034,176.478,99538.273,30.7,10,0.8877,0.7843,-0.0764,-0.3162,0.0523,18.270,0.1792,,,,,
110,-5.000,10.000,191.741,0.274,116.060,56.350,18.492,26.753,63.142,116.618,182.594,99538.000,30.7,10,0.5206,0.7733,-0.0478,-0.3445,0.0524,18.307,0.8507,,,,,
111,0.000,10.000,188.872,0.449,115.502,81.056,32.331,26.398,46.757,92.581,182.962,99536.828,30.7,10,0.1279,0.7758,-0.0314,-0.3467,0.0520,18.161,0.6402,,,,,
112,5.000,10.000,189.235,0.450,115.126,106.792,49.714,27.782,31.216,69.602,184.192,99538.231,30.7,10,-0.2737,0.7665,-0.0267,-0.3510,0.0520,18.179,0.2704,,,,,
113,10.000,10.000,192.597,0.755,109.003,127.470,65.225,22.408,11.182,43.427,183.150,99538.897,30.7,10,-0.6642,0.7434,-0.0492,-0.3251,0.0525,18.325,0.9967,,,,,
114,15.000,10.000,189.401,0.473,94.586,141.056,77.369,8.847,-11.804,11.531,175.863,99537.244,30.7,10,-1.0327,0.7047,-0.0717,-0.2812,0.0521,18.186,1.3846,,,,,
115,20.000,10.000,191.757,0.536,79.229,154.578,88.233,-12.944,-33.571,-24.648,167.122,99536.469,30.7,10,-1.3870,0.6906,-0.1288,-0.2159,0.0524,18.296,0.6996,,,,,
116,25.000,10.000,191.334,0.673,55.517,165.051,95.444,-42.803,-57.053,-66.596,151.475,99535.508,30.7,10,-1.7526,0.6762,-0.2091,-0.1272,0.0523,18.270,0.4504,,,,,
117,30.000,10.000,189.380,0.413,23.426,172.721,97.881,-79.855,-84.450,-110.662,129.937,99534.070,30.7,10,-2.1212,0.6711,-0.3146,-0.0146,0.0521,18.189,0.2281,,,,,
118,-30.000,15.000,189.887,0.467,67.943,-103.977,-61.929,-97.285,59.845,180.536,102.634,99529.695,30.7,10,2.4662,1.4337,-0.4606,-0.0372,0.0521,18.211,0.4289,,,,,
119,-25.000,15.000,189.248,0.176,89.512,-78.186,-66.147,-69.769,59.732,174.938,122.723,99530.706,30.7,10,2.0964,1.3468,-0.3518,-0.0961,0.0521,18.195,0.5034,,,,,
120,-20.000,15.000,189.879,0.479,108.282,-40.835,-49.508,-39.590,57.500,165.543,142.559,99531.202,30.8,10,1.6600,1.2614,-0.2498,-0.1747,0.0521,18.211,1.6277,,,,,
121,-15.000,15.000,189.899,0.389,121.735,-6.244,-31.717,-16.746,52.000,154.198,156.824,99531.367,30.8,10,1.2667,1.2120,-0.1745,-0.2382,0.0521,18.216,0.3458,,,,,P7-P6
122,-10.000,15.000,191.768,0.402,131.954,27.502,-13.782,-0.932,45.266,139.626,168.019,99533.898,30.8,10,0.8739,1.1833,-0.1241,-0.2850,0.0524,18.305,0.3609,,,,,
123,-5.000,15.000,190.867,0.496,135.628,57.593,1.910,4.660,38.010,119.077,173.936,99534.031,30.8,10,0.4922,1.1611,-0.0889,-0.3098,0.0523,18.257,0.3043,,,,,
124,0.000,15.000,189.336,0.560,135.384,85.191,15.675,3.503,26.841,92.095,174.974,99528.656,30.8,10,0.0906,1.1532,-0.0761,-0.3137,0.0520,18.182,0.5011,,,,,
125,5.000,15.000,190.170,0.757,135.553,112.123,28.624,2.877,16.277,66.243,175.328,99527.505,30.8,10,-0.2922,1.1555,-0.0784,-0.3143,0.0521,18.212,0.7708,,,,,
126,10.000,15.000,189.322,0.365,127.483,132.826,39.849,-1.248,-1.050,35.843,172.107,99533.055,30.8,10,-0.6834,1.1083,-0.0911,-0.2924,0.0521,18.190,0.8607,,,,,
127,15.000,15.000,190.807,0.536,117.952,148.849,48.463,-15.578,-22.990,1.528,165.038,99531.289,30.8,10,-1.0644,1.1010,-0.1354,-0.2409,0.0522,18.254,1.3479,,,,,
128,20.000,15.000,186.990,0.480,98.449,158.028,51.887,-42.711,-50.339,-41.254,151.375,99533.662,30.8,10,-1.4226,1.0830,-0.1910,-0.1530,0.0517,18.072,0.3507,,,,,
129,25.000,15.000,195.978,0.426,85.270,175.802,66.873,-62.944,-64.233,-74.157,145.247,99532.364,30.8,10,-1.7722,1.0618,-0.2594,-0.1057,0.0530,18.505,0.9997,,,,,
130,30.000,15.000,190.087,0.484,51.551,177.703,63.566,-103.527,-94.150,-122.209,119.412,99533.562,30.8,10,-2.1321,1.0658,-0.3728,0.0263,0.0521,18.222,0.3501,,,,,
131,-30.000,20.000,193.424,0.433,94.357,-115.377,-72.321,-112.751,21.889,184.669,91.016,99531.122,30.8,10,2.5031,1.9572,-0.5306,0.0018,0.0526,18.384,0.9616,,,,,
132,-25.000,20.000,188.640,0.563,111.119,-92.285,-78.697,-90.543,17.835,175.544,106.603,99526.317,30.8,10,2.1155,1.8351,-0.4362,-0.0351,0.0519,18.150,0.4218,,,,,
133,-20.000,20.000,191.089,0.478,129.901,-50.191,-61.981,-58.198,22.545,169.908,130.855,99531.512,30.8,10,1.6667,1.6911,-0.3160,-0.1304,0.0523,18.271,0.2229,,,,,
134,-15.000,20.000,191.988,0.180,142.752,-13.074,-45.913,-36.200,16.965,156.633,144.385,99531.154,30.8,10,1.2489,1.6443,-0.2482,-0.1912,0.0525,18.329,1.3790,,,,,
135,-10.000,20.000,190.008,0.659,147.566,20.308,-33.289,-24.276,9.876,136.683,152.189,99528.883,30.8,10,0.8421,1.5972,-0.1997,-0.2226,0.0521,18.211,0.7896,,,,,P7-P1
